Text,Sentiment
"খাবারটা সুপার, জায়গাটা ও সেরা।",1
খাবারটা অসাধারণ,1
শ্রেষ্ঠ খাবার!,1
আমার কাছে খাবারটা যথেষ্ট স্বাস্থ্যকর মনে হয়েছে। তাছাড়া পরিবেশ এবং লোকেশন দুইটাই আরামদায়ক ।,1
ফাটাফাটি......অসাধারণ......জোস...,1
আমার মতে সবচেয়ে আরামদায়ক জায়গা বিশেষ করে তাদের আচরণ খুবই বন্ধুত্বপূর্ণ,1
ইয়াম্মিইইইইইইইইইইই...,1
চমৎকার খাবার। ।,1
চমত্কার সেবা ...,1
"গ্রেট ফুড, ভাল সার্ভিস,জায়গাটা ও অনেক নীরব। সেরা রেস্টুরেন্টগুলার মধ্যে সহজেই রেঙ্কড করা যায়।",1
অরিজিনাল BBQ চিকেন এবং Honey Mustard Salad খাওয়ার জন্য নিয়েছিলাম ... স্বাদটা চমৎকার ছিল এবং পরিবেশও খুব ভাল ছিল ... bbq সেরা ...,1
"চিকেন এবং সালাদটা অপুর্ব ছিল !!! ডেজার্টটা আরো ভাল হতে পারত! কিন্তু সেরা জিনিস হচ্ছে তারা আমাদের ফিডব্যাকের কথাটি শুনেছে এবং সাথে সাথে ডেজার্টটা চেঞ্জ করে দিয়েছে :) ব্রিগ জেনারেল কাদের মামার (মালিকদের একজন)আমাদের সাথে কিছু সময় কাটান এবং ধৈর্য ধরে খাবার এবং মেনু নিয়ে আমাদের রিভিউগুলো শুনেছেন, ধন্যবাদ। অবশ্যই শীঘ্রই তাদের অন্যান্য আইটেমগুলো চেষ্টা করব !!",1
সেরা গ্রিল্ড চিকেন......:) :) :),1
দুর্দান্ত খাবারের সঙ্গে অসাধারণ সার্ভিস......,1
সবচেয়ে ভাল জায়গা,1
বেশ ভাল .. চমত্কার ডেকোরেশন .. দামটা একটু বেশী.. কিন্তু খাবারটা সত্যিই ভাল ছিল .. তাজা এবং আমার জন্য স্পেশাল ছিল .. ,1
ভাল আচরণ এবং খাবার মজাদার ছিল,1
খুব ভাল খাদ্য। দাম অনুযায়ী ঠিক আছে.......,1
বাংলাদেশের সেরা খাবার।,1
এটা খুবই ভালো ...... আমি এটা ভালবাসি .......,1
চমৎকার পরিবেশ এবং ভাল ডেকোরেশন।,1
আমি সেখানে অনেক বার গিয়েছিলাম! এককথায় সেরা প্রাইচ এবং সেরা ফুড । ,1
ডেকোরেশনট যথেষ্ট ভাল ছিল। সার্ভিসও ভাল এবং ফাস্ট ছিল। এবং স্পেশাল জিনিস হচ্ছে তাদের খাবারের মান......খুবই সুস্বাদু এবং ইয়াম্মিইইইই। এখানে ফ্রি ওয়াইফাইও ছিল। চমৎকার আচরণ এবং সার্ভিস।  ,1
"খাবারটা ইয়াম্মিইইইই ছিল,, সার্ভিসটাও খুব ভাল ...",1
সেরা খাবার এবং স্বাদ। টাকাটা খরচ করা সম্পূর্ণ ঠিক আছে। প্লিজ চেক করবেন । রিকমেন্ডেড!,1
ইয়াম্মিইই খাবার ... চমৎকার আচরণ...,1
এটা অসাধারণ। শ্রেষ্ঠ কফি...,1
ভালো সময় কাটানোর জন্য যায়গাটি খুবই অসাধারণ। আমার পছন্দ হয়েছে। খুবই সুস্বাদু পিজা এবং পাস্তা। আমার অনেক ভাল লেগেছে। পিজ্জার দামও যুক্তিসঙ্গত,1
যাত্রাবাড়ীতে জন্মদিন পালনের জন্য সবচেয়ে ভাল জায়গা!,1
খুব ভাল...................,1
সার্ভিসটা খুব ভাল এবং খাবারের মানও খুব ভাল।,1
ফ্যামিলিকে সাথে ইফতার করতে গিয়েছিলাম। ইফতারের মেনু ভাল ছিল। আমিমনে করি পরিবার এবং বন্ধুদের সাথে hangout করার জন্য এটি একটি সুন্দর জায়গা । খাবারের মানও ভাল ছিল। খুব পরিষ্কার এবং পরিষ্কার ক্যাফে।,1
"এটি খুব ভাল একটি রেস্টুরেন্ট। ডেকোরেশনটা বিস্ময়কর আউটডোরটা আরও বিস্ময়কর ছিল। যুক্তিসংগত দাম সাথে খাবারটা এবং সার্ভিসটা চমৎকার মানের। আমি শুধু এই জায়গাটি ভালোবাসি ...... আরো অনেকবার যেতে চাই .....
",1
5 স্টার খুবই ভাল রেস্তোরাঁ .. পরিবেশটা চমৎকার .. অপুর্ব খাবার এবং পুরোপুরি ওয়েটার দ্বারা পরিবেশিত .. আমি শুধু এই রেস্টুরেন্ট ভালবাসি ...,1
আমি তাদের আচরণ এবং সার্ভিস নিয়ে খুবই সন্তুষ্ট! খাবারের মান খুব ভাল ছিল! আমি এটা নিয়ে খুশি! নিশ্চয়ই এই জায়গাটায় আবার আসব! সর্বোপরি আচরণ অনেক ভাল ছিল!,1
আমি সাধারণত পোস্ট এবং মন্তব্য করি না তবে এই জায়গাটি অসাধারণ ছিল এবং খাবারটিও সুস্বাদু ছিল ...স্টাফগুলোও জোস ছিল এত বন্ধুত্বপূর্ণ এবং সার্ভিসটা অনেক ভাল ছিল ... ... ধন্যবাদ বলছি ..,1
আমার খাওয়া সেরা সেট মেনু এবং থাই স্যুপটি সুস্বাদু এবং মসলাযুক্ত ছিল। জোস এবং তাদের সার্ভিস এবং আচরণ ছিল অসাধারণ। আমার সত্যিই এই জায়গাটি এবং তাদের খাবার পছন্দ হয়েছে।,1
চমৎকার পরিবেশ এবং খাবারের মান জোস। হাইলি রিকমেন্ডড.,1
খাবার ছিল দারুণ  আর বার্গারটা ছিল অসাধারণ। এরাবিয়ান মাস্টার পুরো শহরে সমস্ত দোকানের মাস্টার হবে। ইনশাআল্লাহ,1
"তাদের কাছে চমৎকার জায়গা রয়েছে, এমনকি তাদের খাবারও সুস্বাদু , এমনকি তারা খাবারের মান ভালমত বজায় রাখে।",1
খাবার খুবই ভাল শুধু তাই নয় জায়গাটিও চমৎকার ভিউটা অসাধারন। আমার ভিউটা খুব ভাল লেগেছে।,1
"যুক্তিসংগত দামের সাথে চমৎকার মানের খাবার ও সেবা ! তাছাড়া, পরিবেশ এত সুন্দর ... তাই, আমার মনে হয় তারা গ্রাহকদের পুরোপুরি সার্ভিস দিচ্ছে। মসলাটা ছিল অসাধারণ ।",1
চমৎকার পরিবেশ এবং টেস্টি খাবার ... আমি প্রায় 25 জন লোকের একটি পার্টি দিয়েছিলাম তারা সকলেই খাবারগুলো পছন্দ করেছে .. স্টাফদের ব্যবহারও ভাল ছিল ... ইনশা আল্লাহ আবার ফিরে আসব এখানে।,1
সত্যিই ..... এটি  প্রশংসনীয় সুন্দর জায়গা। আমি এই রেষ্টুরেন্টের প্রেমে পড়ে গিয়েছি। তাদের খাবার খুবই সুস্বাদু এবং তাদের কর্মীরাও খুব ভাল। তারা অনেক অনুগত এবং খুব ভাল।,1
"রেস্টুরেন্টটা খুব ভাল এবং ডেকোরেশনটা অসাধারণ। তাদের খাবার খুব ভাল, মূল্যও যুক্তিসঙ্গত এবং কোয়ালিটিও খুব ভাল। আপনার ব্যবসার জন্য শুভেচ্ছা :)",1
শুধু Woww ... ওসসসাম খাবারে কোয়ালিটি শুধু ভালবাসি এবং খুব সুন্দর জায়গা।,1
স্পাইসি-৬ এ এটি একটি চমৎকার অভিজ্ঞতা  ..... খাবারের কোয়ালিটি এবং সেবা দুইটাই চমৎকার । আমি এই জায়গাটি ভালোবাসি......,1
"যেহেতু আমি খাবার এবং নতুন পরিবেশ খুজতে ভালোবাসি, আমি কেবল তাদের পরিবেশ এবং অবশ্যই খাবার অনেক পছন্দ করেছি! সন্তোষজনক!",1
আমি সেখানে বার বার যেতে যাই ..... সেখানে যাওয়াটা আমার জন্য একটি চমৎকার অভিজ্ঞতা ছিল। আমি স্ট্রবেরি শেক ভালবাসা এবং এটাকেই অগ্রাধিকার দিব।,1
প্রায়ই এখানে আসা হয় নিয়মিত গ্রাহকের মত। খাবারের মান এবং পরিবেশ দুইটাই ভাল। তাদের পিজা এবং সেট মেনুর দুইটাই জোস ..,1
খুব সুন্দর।,1
"অপুর্ব খাবার, সেরা সেবা এবং চমৎকার ডেকোরেশন। সামগ্রিকভাবে উপভোগ করার জন্য একটি চমৎকার জায়গা।",1
তারা এই জায়গাটি অনেক সুন্দরভাবে সজ্জিত করেছে এবং খাদ্যের মানও খুব প্রশংসনীয়।,1
"স্থান, খাবার, ইন্টেরিওর এবং সেবা খুব ভাল। স্পাইসি-6 এওর জন্য শুভকামনা. আল্লাহ আপনাদের আশীর্বাদ করুক।",1
এই জায়গাটা অসাধারণ। আমি শুধু এটা পছন্দ করি। ডেকোরেশনটা খুব ভাল।,1
অপুর্ব ইন্টেরিওর। খাবারটা ভালো। কিছু ভাল সময় কাটানোর জন্য সুন্দর জায়গা ।,1
যদি আমি আমার অনুভুতি এবং অভিজ্ঞতা নিয়ে বলি তবে 1 শব্দে স্পাইসি-৬ সেরা......।,1
খাবারের মান খুবই স্বাস্থ্যকর এবং ভাল .... আমি এটা পছন্দ করি ...,1
"ইন্টেরিওর এবং আচরণ সবই চমৎকার ছিল, ভাল খাবার, যুক্তিসংগত মূল্য।",1
"পরিবেশ, খাবার ও সার্ভিস সবকিছুই সেরা ছিল .. !!",1
লালবাগের অন্য কোন রেস্টুরেন্টের তুলনায় পরিবেশ ভালো এবং সেবাও ভাল,1
জোস একটা জায়গা। সুন্দর ডেকোরেশন এবং সুস্বাদু খাবার ..,1
"ভাল সময়, ভাল খাদ্য ,অসাধারণ জায়গা  এবং সুন্দর ডেকোরেশন.........",1
আমি জানিনা আমি আগে এখানে কেন আসিনাই। সত্যিই  অসাধারণ এবং নিখুঁত কফি।,1
নম্র আচরণ এবং খাবার এত স্বাস্থ্যকর এবং সুস্বাদু ছিল...,1
আমি এটা ভালবাসি,1
খুব ভালো খাবার.........,1
কোল্ড কফিটা খুবই ভাল ছিল...আপনারা ট্রাই করতে পারেন...।,1
পুরনো ঢাকায়  আমার দেখা DOSA Lazawab হল সর্বোত্তম ও অনন্য খাবারের কন্সেপ্ট। আমি তাদের সব খাবার পছন্দ করেছি।,1
চমৎকার জায়গা .. ভাল খাবার ..,1
এখানে সব চমৎকার স্বাদের  খাবার ..... ডোসা এর স্বাদ সেরা !!,1
চমৎকার এবং বন্ধুত্বপূর্ণ পরিবেশ .. ভাল খাবার .. আমার মতে সেট মেনুটা সেরা। এটা বজায় রাখেন.,1
"প্রথমত, * গ্রেট ডেকোরেশন এবং * গ্রেট আতিথেয়তা .. * খুব যুক্তিসঙ্গত খাবারের মূল্য .. * কিছু খাবার একেবারে জিভে জল এনে দেওয়ার মত ছিল .. * মেনুতে প্রশংসাসূচক খাবারের জন্য বিশেষ ধন্যবাদ * করাহী করি, * চোল ভাতোর, * চুদি আলু পরাথা এবং বেশিরভাগ * হায়দরাবাদী ডোসা। পুরনো ঢাকায় আমার দেখা এটি সবচেয়ে ভাল রেস্তোরাঁ .. আমি আবার সেখানে যেতে চাই। * এক কথায় এটি ""লাজাওয়াব""।",1
"ভারতীয় খাবারের খাঁটি পরীক্ষা, এককথায় জিভে জল এনে দেওয়ার মত খাবার, গুণমান সার্ভিস, সেরা পরিবেশ, আপনারা ভাল অনেক করছেন! যেহেতু আপনাদের কাস্টমার অনেক তাই আমি আপনাদের সাজেশন দেব যে আপনাদের জায়গাটা আরও বড় করতে হবে। আপনাদের চমৎকার সেবার জন্য ধন্যবাদ এবং আমি আপনাদের জন্য সৌভাগ্য কামনা করছি। ডোসা লাজাওয়াব রক্স .....",1
"চমৎকার খাবার এবং খাবারের গুণগত মানও অনেক ভাল। দাম খুব সস্তা, ফ্রেন্ড এবং ফ্যামিলির এর সাথে হ্যাংআউট করার জন্য দুর্দান্ত জায়গা :) সেখানের সার্ভিসও খুব ভাল । সেরা সার্ভিস এবং ভাল খাবার।",1
গতকাল আমি এবং আমার স্ত্রী আপনাদের  দই ফুচকা এবং স্পেশাল মিক্সড নুডলস খেয়েছিলাম এবং আমরা দুজনই আপনাদের খাবারের ফ্যান হয়ে গিয়েছি। সুন্দর ডেকোরেশন এবং সেবার সাথে অনেক সুন্দর এবং চমৎকার খাবারও। সবই দুর্দান্ত। ধন্যবাদ।,1
"পুরাতন শহরে ডোসা লাজাবাব সবচেয়ে ভাল খাবারের দোকান ... খাবারগুলো এত তাজা, সুস্বাদু এবং sooooo yummyyy ...",1
"সস্তা দামের সাথে চমৎকার খাবার, খাদ্যের মানও ভালো, ভালোবাসার জায়গা। ",1
বেশিরভাগ খাবারই খুব সুস্বাদু ... ভাল। আমাদের এলাকার সেরা রেস্টুরেন্ট। ,1
এটি তেমন বড় জায়গা নয় ....কিন্তু এর কোয়ালিটি অনেক ভাল ........ আমি তাদের খাবার পছন্দ করি .. এবং শুধু একটি দুর্দান্ত ভাল এবং সুস্বাদু  খাবার খাওয়ার জন্য আমি অনেক সময় সেখানে যাই। ,1
"আমার এই জায়গা এবং এর খাবার ভালো লাগে, ভাল ব্যবহারের সঙ্গে ভাল খাবার ... !!",1
"খাবারের আইটেমগুলো চমৎকার, সস্তা এবং ভাল .... জায়গাটা ছোট কিন্তু ডেকোরেশটা সুন্দর......... ",1
আজ আমি আমার বন্ধু জন্মদিনের উপলক্ষ্যে সেখানে গিয়েছিলাম  যা সম্পূর্ণরূপে আশ্চর্যজনক। খাবার সত্যিই ভাল তাই সবাই সেখানে যান এবং আপনার দিন উপভোগ করুন .....,1
অপ্রত্যাশিতভাবে প্রথমবারের জন্য আজ সেখানে গিয়েছিলাম। কিন্তু  তাদের খাবারটা এতই সুস্বাদু ছিল যা আমি আশা করি নি এবং তাদের সেবাও অন্যদের চেয়ে অনেক দ্রুত যা কিনা উপভোগ করার মত ছিল :),1
সেরা সেরা সেরা! তাদের খাবার এবং আতিথেয়তা অনেক পছন্দনীয়! 10/10,1
"সুস্বাদু ,সুস্থ  এবং অসাধারণ খাবার ... কিন্তু স্থান খুব ছোট।",1
পুরানো শহরে এটি সেরা খাবার। সবকিছু খুব ভাল .. সুস্বাদু 10/10 ...,1
তারা সুস্বাদু এবং ভাল মানের খাদ্য পরিবেশন করে,1
তাদের খাবারে মান এবং সেবা খুবই ভাল ,1
"আমরা বিবিকিউ  pizza 4 সিজনের পরীক্ষা করেছি, চিজ সুপ্রিম পিজা খুব খুব ভাল .... তাছাড় তাদের সেবাও ভাল ... ",1
পরিবেশ সত্যিই ভাল .... খাবার  মোটামুটি ..... সেবা আগের মতোই ধীর গতির কিন্তু তাদের আচরণ ভাল .... গান নির্বাচনও ভাল ছিলো.,1
এখানকার খাবারের মান উন্নত. ভালো টেস্টি ও মজাদার. আর সার্ভিসটাও ভালো. আমাদের সবাইকে মুগ্ধ করে দিলো,1
"BBQ পিজা একটি  ভালোবাসা, আমি সেখানে অনেক বার গিয়েছিলাম তাদের পরিবেশ অনেক ভাল ",1
এককথায় পিজাটা ছিল .... cheeseeeeee ..... এটার টেস্ট আবার নিতে চাই ...,1
গ্রেট জায়গা ... তাদের আচরণ খুব ভাল ... চলতে থাকুন ...,1
হ্যাঙ্গআউটের জন্য চমৎকার জায়গা ... সেবা ভাল ছিল ......... :),1
"যুক্তিসঙ্গত মূল্য সঙ্গে সুস্বাদু পিজা,So yummy সাথে ডিসকাউন্ট এবং বিভিন্ন অফার ও .... এটা পছন্দনীয়",1
"গ্রেট খাবার, বিশেষ করে BBQ (ললিপপ) চিকেন, প্রত্যেকেরই যাওয়া এবং স্বাদ নেয়া উচিত।",1
আশ্চর্যজনক খাদ্য এবং মহান আতিথেয়তা। সত্যিই প্রভাবিত হওয়ার মত,1
অসাধারণ.............................................,1
"yyyaaammee খাদ্য, ভাল সার্ভিস",1
খাবার শুধু অসাধারণ !! যদি আপনি এটি চেষ্টা না করেন তবে আপনি এটি মিস করবেন।,1
চমত্কার খাদ্য!,1
কিচু বলার নাই 100/100 খাওয়ার টেস্ট অনেক ভাল ।এটা ভালবাসা ...,1
এটার খাদ্যের মান খুব ভাল এবং অনেক সুস্বাদু ও ...,1
পিজা এবং অন্যান্য খাবার চমৎকার ছিল এবং সার্ভিস ও ভাল।,1
"সুস্বাদু খাদ্য, তাদের সেবায় আমি সন্তুষ্ট । আমি এটা ভালবাসি....",1
দারুন খাবার. বিশেষ করে BBQ চিকেন। সবার  সেখানে পরিদর্শন এবং খাবারে স্বাদ গ্রহন করা উচিত।,1
অসাধারণ মানের  খাবার .....,1
ভাল পরিবেশ। আমার এটা পছন্দ হয়েছে।  ভেতরগত চমৎকার এবং আরামদায়ক আসনও রয়েছে। এটা পছন্দনীয়। স্টাফরা ভাল ছিল। এটাও পছন্দনীয়। BBQ মুরগিটা সুস্বাদু ছিল। পছন্দনীয়। ,1
চমত্কার খাদ্য। কোরিয়ান প্লেটটা চেষ্টা করা আবশ্যক। তাদের জন্য শুভ কামনা,1
"চমতকার সেবা! দারুন খাবার!
",1
ভাল খাদ্য এবং অসাধারণ সেবা। বছর ধরে এখানে আসছি এবং তাদের  সেরা জিনিস হল যে তারা খাবারের মান এবং সার্ভিসে সামঞ্জস্যতা রাখে  :),1
তারা শহরে সেরা মুরগী ​​সার্ভ করে! তাদের সেবা এবং খাবার নিয়ে আমি খুশী।,1
সেরা পরিবেশনা।,1
"মানসম্মত খাদ্য, অসাধারণ পরিবেশ এবং সর্বোত্তম সেবা।",1
আমি এটা ভালবাসি,1
চমৎকার।,1
"কর্মীরা খুবই বন্ধুত্বপূর্ণ , ভাল খাবার এবং ঘরোয়া পরিবেশ ছিলো।",1
অসাধারণ :D,1
আকর্ষণীয় পরিবেশনা এবং ভাল মানের খাবার।,1
"চিকেনের স্বাদটা অসাধারণ,অতিরিক্ত সুস্বাদু, তাদের মুরগির আইটেমগুলো পছন্দনীয়।",1
"চমৎকার খাদ্য, খুব ভাল গ্রাহক সেবা।",1
"এই খাবারটা ভালোবাসি ...........................................
",1
"আমি সেখানে কয়েকবার গিয়েছিলাম। যাইহোক আমি সত্যিই জামাইকান গ্রিল, ভেজি ফ্রাইড রাইস, গ্রিন অ্যাপল জুস উপভোগ করেছি .. চমৎকার খাবার, খুব বন্ধুত্বপূর্ণ সার্ভিস ছিল .. ..
",1
পরিবেশটা খুবই ভাল । সেবাও চমৎকার।,1
"জোস জায়গা, ভাল পরিবেশ। আমি ব্যক্তিগতভাবে এটি পছন্দ করেছি।",1
অসাধারণ খাবার। চমত্কার ইন্টেরিওর । ওয়েটারদের বিহেভ ও ভাল ছিল।,1
"প্রকৃতপক্ষে আমি সাধারণত রিভিউ লিখি না কারণ আমি একজন গুরুতর সমালোচক এবং আমার সমালোচনার  স্তর খুব বেশী । কিন্তু সত্যিই আমার আপনাদের রেস্টুরেন্ট বেশী ভ্ল লাগছে। আপনাদের কোরিয়ান বিবিসি, জামাইকান BBQ অসাধারণ । খাবারের মান এককথায় জোস।",1
"আচ্ছা ... খাবারটা ভাল ছিল, অভ্যন্তরীণ নকশাও সুন্দর ছিল ... তাছাড়া পরিবেশ অনেক শান্ত ছিল এবং  ব্যাকগ্রাউন্ড সঙ্গীতটা খুব ভাল ছিল ...",1
এটা আমার প্রিয় জায়গা। সেরা !!!! ,1
সুস্বাদু খাবার এবং আশ্চর্যজনক আইটেম পরিবেশন। আসলেই ভাল.,1
গ্রেট খাবার এবং পরিবেশ। আমি এই জায়গা খুব ভালোবাসি।,1
এটি পরিবার নিয়ে hangout এর জন্য খুব ভাল জায়গা। বিশেষ করে খেলার মাঠ এবং খাবার সম্পর্কে .. এটি সত্যিই অসাধারণ এবং সুস্বাদু।,1
"খাবার সত্যিই ভাল ছিল। আমরা প্রচুর খাবার অর্ডার দিয়েছিলাম। এবং প্রায় সব জিনিস উপভোগ করেছি। আমার প্রিয় মাশরুম স্যুপ ছিল। Korean Charbroil Chicken সুপরিচিত জামাইকান গ্রিলের তুলনায় ভাল স্বাদ ছিল। এটি একটি স্মোকি, নমনীয় এবং রসিক স্বাদ ছিল যা আপনার স্বাদ কুঁড়িগুলির সাথে পুরোপুরি মিলে যায়। যথোপযুক্ত গরম এবং মশাল। আমার পরিবারের সাথে একটি চমৎকার সময় কাটল!",1
পরিবেশ এবং খাবারের  স্বাদ অসাধারণ। আবার সেখানে যেতে চাই।,1
শহর সেরা রেস্টুরেন্ট । ... ,1
জ্যামাইকান বিবিসি সেরা ছিল .... চমৎকার পরিবেশ ... ধন্যবাদ BBQ,1
সুস্বাদু খাবারের সঙ্গে চমৎকার জায়গা। :),1
"আমি গুলশানে ২ বার BBQ খাওয়ার জন্য গিয়েছিলাম এবং প্রতিটি অনুষ্ঠানে আমি পুরোপুরি খুশি হয়েছি। সুন্দর পরিবেশ, ওয়েটাররাও বন্ধুত্বপূর্ণ, পরিষ্কার টেবিল এবং সুস্বাদু খাবার। খুব বেশি বিস্তারিত জানা না থাকলে, 2 টি ডিশ এখানে সবসময় দেয়া হয়, ফলক মাশরুম স্যুপ এবং কোরিয়ান  চিকেন। আপনি 2 আইটেম খেয়ে কখনই হতাশ হবে না।",1
যে সকল মানুষজন আমার মত খাদক টাইপের তাদের জন্য এরাবিয়ান মাস্টার একটি চমৎকার জায়গা। পরিবেশ এবং খাবারের মান খুবই ভাল। বিশেষ করে তাদের কর্মীদের আচরণ ছিল  চমৎকার। ভাল পরিবেশ এবং উপযুক্ত মূল্যের খাদ্য। এককথায় এরাবিয়ান মাস্টার অসাধারণ।,1
স্বাদটা মনে রাখার মত ছিল। অতিথেয়তা টা সেরা ছিল। বাচচাদের জন্য বন্ধুত্বপূর্ণ।,1
জ্যামাইকান গ্রিল প্লেটারটা সত্যিই ভাল।,1
খাবার টা ভালো!,1
"ঢাকার উপরের বন্ধনীতে  অসাধারণ স্বাদ, সেবা এবং মনোরম পরিবেশের কারণে কাস্টমারদের কাছে  BBQ অন্যতম এক রেস্তোরাঁ। নিশ্চিতভাবে আমার যাওয়া  শীর্ষস্থানীয় রেস্টুরেন্ট গুলোর মধ্যে একটি হৃদয় জুড়ানো খাবারের জন্য বেশী প্রিয়।",1
"জ্যামাইকান  গ্রিল প্লেটটারটি সত্যিই আসাধারণ। মুরগিটা ছিল জুসি এবং তাজা। নিঃসন্দেহে BBQ ঢাকার শ্রেষ্ঠ রেস্তোরাঁগুলোর মধ্যে একটি। এবং যদি আপনি এটি পছন্দ করেন না, আপনি সম্ভবত আবর্জনা খা়ন। আমি বার বার ফিরে যাব! কর্মীদের আতিথেয়তা বেশিই ভাল।",1
খাওয়ার জন্য গ্রেট জায়গা। সত্যিই কোরিয়ান charboiled চিকেন এবং প্যারিস উইংস পছন্দনীয়। পাশাপাশি  সার্ভিসটাও চমত্কার এবং মহান ছিল।,1
খাবারটা অসাধারণ ছিলো.,1
খাবারটা sooooo awesomeeee ছিল। প্রত্যেকবার BBQ তে যাই শুধুমাত্র ভাল রান্না করা বিশেষ মুরগি জন্য ।,1
আপনাদের খাবার আমার অসম্ভব রকমের ভাল লেগেছে। চালিয়ে যান !!! আপনাদের কোরিয়ান charbroiled টা চমৎকার।,1
"শুধু খাবারের মানটাই আমার অসাধারণ লেগেছে ...... BBQ এবং পিজার সমন্বয়টা অস্থির ছিল ......... সাথে ছিল আমার প্রিয় raspberry smoothie।
",1
"এই জায়গাটি খুব বেশি আরামদায়ক এবং খাবারগুলো হচ্ছে সুস্বাদু .. প্রতিটি আইটেমই  স্বাদে ভরপুর ছিল & pizza অথবা সেট মেনু হল সর্বোত্তম ... এবং সবচেয়ে গুরুত্বপূর্ণ বিষয় হল তাদের আচরণ বন্ধুত্বপূর্ণ .. এটি খুব ভাল জায়গা .. পরিবেশ যথেষ্ট ভাল .. সকল কর্মীদের আচরণ ভাল এবং খাবারের মূল্যও যুক্তিসঙ্গত .. আমি সর্বোপরি তাদের সার্ভিস সিস্টেম, তাদের আচরণ, তাদের জায়গা সবকিছুই পছন্দ করেছি ..",1
আপনাদের পিজাটা এককথায় জোস ...ভালবাসা  ........... বিশেষ করে  Korean charbroiled পিজা।,1
এটি লাঞ্চের জন্য আমার প্রিয় জায়গা  এবং তাদের খাবারের মান অসাধারণ !,1
"এক শব্দে শুধু ""আসাধারণ""।",1
সবার প্রথমে খাবার খুব সুস্বাদু এবং চমৎকার লোকেশন। কিন্তু আমি বুঝতে পারছি না কেন তারা এত বেশি দাম রাখছে।,1
